price,volume,type
178123.45,0.035,buy
178100.0,0.00076215,buy
178033.72,1e-05,buy
178000.0,0.32808982,buy
177700.0,0.051,buy
177493.01,0.001,buy
177453.0,0.00029066,buy
177377.01,0.01127028,buy
177205.0,1.22e-05,buy
177071.01,0.01129495,buy
177033.72,1e-05,buy
177000.88,0.00183987,buy
177000.0,0.0007,buy
176810.0,0.11311578,buy
176680.01,0.0169799,buy
176625.0,0.00027442,buy
176600.0,0.00383055,buy
176425.01,0.00566818,buy
176232.0,0.005799,buy
176037.01,0.01136,buy
176000.11,0.04278628,buy
176000.0,0.00446674,buy
175951.0,0.0036,buy
175900.0,0.02558277,buy
175651.0,0.00028175,buy
175455.0,3.42e-05,buy
175306.37734965,0.00032999,buy
175250.0,0.00033534,buy
175205.0,1.24e-05,buy
175175.0,0.01560245,buy
175078.70016202,0.00018614,buy
175000.0,0.56971079,buy
174910.34,0.00114338,buy
174600.0,0.00628068,buy
174570.74,0.13122489,buy
174500.0,0.005,buy
174102.01,0.00574381,buy
174060.25,0.1149,buy
174000.0,0.00625,buy
173970.0,0.00435098,buy
173841.0,0.00028762,buy
173592.0,0.00187468,buy
173397.26,0.0006,buy
173304.07,0.0009,buy
173205.0,1.26e-05,buy
173033.72,1e-05,buy
173000.0,0.05892966,buy
172562.8,0.00677344,buy
172500.01,0.00579715,buy
172352.12,0.03829369,buy
172300.0,0.0031105,buy
172222.2222,0.00444444,buy
172050.01,0.0058123,buy
172033.72,1e-05,buy
172001.11,0.04934328,buy
172000.0,0.0425508,buy
171900.01,0.0029032,buy
171820.0,0.028,buy
171719.6,0.0202,buy
171492.59,1e-05,buy
171205.0,1.28e-05,buy
171100.0,0.03712513,buy
171033.72,1e-05,buy
171000.01,0.0012,buy
171000.0,0.02998772,buy
170970.01,0.005849,buy
170890.0,0.00029259,buy
170850.0,0.0025,buy
170845.0,0.0042,buy
170501.0,0.0058651,buy
170492.59,1e-05,buy
170312.91,0.13450547,buy
170270.01,0.00587308,buy
170200.0,0.00026674,buy
170167.0,0.00236021,buy
170100.0,0.015,buy
170000.0,0.41497678,buy
169999.0,0.00022923,buy
169800.0,0.002953,buy
169747.93,0.00295025,buy
169720.0,5.9e-05,buy
169700.5,0.00202,buy
169581.96,0.00066021,buy
169570.01,0.0058973,buy
169551.0,0.00636918,buy
169500.05,0.0005074,buy
169492.59,1e-05,buy
169311.0,0.00029531,buy
169205.0,1.31e-05,buy
169100.0,0.003,buy
169033.72,1.224e-05,buy
169002.01,0.00591714,buy
169000.0,0.0529532,buy
168633.99,0.00316881,buy
168603.11,0.03,buy
168500.0,0.004,buy
168492.59,1e-05,buy
168205.0,1.32e-05,buy
168112.5,0.0019,buy
168000.0,0.1780757,buy
167903.11,0.03,buy
167575.14,0.0056691,buy
167500.0,0.0005971,buy
167492.59,1e-05,buy
167205.0,1.34e-05,buy
167112.5,0.0019,buy
167000.0,7e-05,buy
166901.0,0.04,buy
166500.0,0.00377774,buy
166492.59,1.1e-05,buy
166331.51,0.00355669,buy
166205.0,1.36e-05,buy
166158.94,0.13786808,buy
166112.5,0.0019,buy
166000.0,0.0338959,buy
165900.0,0.0299,buy
165700.0,2.987e-05,buy
165492.59,1.1e-05,buy
165311.56,0.003,buy
165205.0,1.38e-05,buy
165112.5,0.0019,buy
165000.0,0.76120229,buy
164492.59,1.1e-05,buy
164475.0,0.00307025,buy
164205.0,1.41e-05,buy
164112.5,0.0019,buy
164000.0,0.03842804,buy
163501.0,0.00306515,buy
163492.59,1.1e-05,buy
163333.0,0.000307,buy
163218.91,0.00271433,buy
163205.0,1.42e-05,buy
163200.0,0.00079234,buy
163112.5,0.0019,buy
163085.2,0.00013066,buy
163000.0,0.0307,buy
162555.0,0.005,buy
162492.59,1.1e-05,buy
162360.0,0.04,buy
162205.0,1.43e-05,buy
162193.96,3.019e-05,buy
162112.5,0.0019,buy
162106.28,0.14131474,buy
162000.0,0.03673858,buy
161917.77,0.00276893,buy
161492.59,1.1e-05,buy
161233.02,0.00031011,buy
161205.0,1.44e-05,buy
161112.5,0.0019,buy
161000.0,0.02,buy
160764.03,0.00203671,buy
160500.0,0.03,buy
160492.59,1.1e-05,buy
160205.0,1.45e-05,buy
160112.5,0.0026,buy
160000.0,1.17236446,buy
159999.99,0.003,buy
159839.44,0.0011387,buy
159492.59,1.2e-05,buy
159212.08,0.0449,buy
159022.41,0.004,buy
158900.12,0.000228,buy
158492.59,1.21e-05,buy
158152.47,0.14484758,buy
158112.5,0.0026,buy
158032.0,0.00662049,buy
158000.03,0.003,buy
158000.0,0.00193733,buy
157492.59,1.22e-05,buy
157443.71,0.00031757,buy
156999.88,0.02547773,buy
156877.61,0.00266666,buy
156492.59,1.23e-05,buy
156112.5,0.0026,buy
156105.6,0.014039,buy
156000.0,0.00109576,buy
155800.0,0.0011446,buy
155601.34,0.02879285,buy
155555.0,0.0055,buy
155492.59,1.24e-05,buy
155400.0,0.02315283,buy
155366.21,0.02254839,buy
155201.0,0.00645351,buy
155000.0,0.12274682,buy
154903.26,0.00032278,buy
154800.0,0.18,buy
154492.59,1.25e-05,buy
154112.5,0.0026,buy
154000.0,0.00033798,buy
153859.65,5.206e-05,buy
153492.59,1.26e-05,buy
153423.0,0.00106704,buy
153300.0,0.00101312,buy
153100.0,0.006532,buy
152857.29,0.0003271,buy
152725.5,0.00485323,buy
152555.0,2.50499623,buy
152536.85,0.01356526,buy
152497.03,0.027692,buy
152492.59,1.27e-05,buy
152243.15,0.00032842,buy
152120.0,0.0013204,buy
152112.5,0.0026,buy
152000.0,0.04324111,buy
151777.77,0.015,buy
151500.0,0.10198019,buy
151492.59,1.28e-05,buy
151345.0,0.0014,buy
151292.53,0.00033048,buy
151165.37,1.323e-05,buy
151123.0,0.00343759,buy
151112.5,0.0026,buy
151000.0,0.01842397,buy
150800.0,0.06496744,buy
150492.59,1.29e-05,buy
150467.9,0.00147704,buy
150112.5,0.0026,buy
150001.0,0.00255,buy
150000.06,0.00145093,buy
150000.0,0.73376339,buy
149999.99,0.004,buy
149909.99,0.02120699,buy
149492.59,2.281e-05,buy
148232.0,0.01438798,buy
148112.5,0.0026,buy
148100.0,0.00102406,buy
148001.0,0.00049087,buy
148000.0,0.10817308,buy
147722.76,0.024871,buy
147205.0,0.00015,buy
147000.0,0.00613245,buy
146112.5,0.0026,buy
146000.0,0.00231764,buy
145954.22868088,0.00672642,buy
145725.99,0.00386231,buy
145501.0,0.00343934,buy
145500.0,0.00141213,buy
145152.1,0.00022985,buy
145030.0,0.01,buy
145003.33,0.01003333,buy
145000.01,0.00394565,buy
145000.0,0.06834397,buy
144398.0,0.00410217,buy
144300.0,0.0001546,buy
144151.11,0.00011,buy
144112.5,0.0026,buy
144000.0,0.00501112,buy
143500.0,0.02375491,buy
143158.53,0.018876,buy
143053.86,0.018902,buy
143000.0,0.0028112,buy
142905.52,0.01867749,buy
142900.0,0.00102856,buy
142150.0,0.00576721,buy
142112.5,0.0026,buy
142069.21,0.01556,buy
142000.0,0.0053857,buy
141771.13,0.00040339,buy
141500.0,0.00311074,buy
141300.0,0.15,buy
141112.5,0.0026,buy
141000.0,0.00011806,buy
140900.0,0.00702036,buy
140867.47,0.00070995,buy
140800.0,0.00071022,buy
140799.99,0.06430874,buy
140555.0,0.0057,buy
140500.0,0.009,buy
140300.0,0.01036871,buy
140112.5,0.0026,buy
140100.0,0.04053411,buy
140000.01,0.004,buy
140000.0,0.18808515,buy
139501.088,0.00730187,buy
139344.94,0.00596112,buy
139001.022,0.00310432,buy
139000.0,0.00084388,buy
138500.0,0.00421835,buy
138112.5,0.0025,buy
138000.0,0.03206789,buy
137700.0,0.0010298,buy
137500.0,0.00295221,buy
137450.0,1.586e-05,buy
137000.0,0.00380586,buy
136900.0,0.015,buy
136782.45,0.00037014,buy
136640.0,0.0003659,buy
136112.5,0.0028,buy
136000.0,0.04882463,buy
135451.15,0.000793,buy
135160.65,0.0001,buy
135155.0,0.01266561,buy
135100.0,0.00204154,buy
135000.01,0.00257629,buy
135000.0,0.39147918,buy
134333.3333,0.00444444,buy
134112.5,0.0028,buy
134000.0,0.006112,buy
133734.04482887,0.00822528,buy
133333.33,7.177e-05,buy
133245.58,0.0017605,buy
133016.56,0.00375953,buy
133000.0,0.00228819,buy
132849.24,0.00072819,buy
132500.0,0.0010302,buy
132222.2222,0.008,buy
132194.0,0.0212995,buy
132112.5,0.0028,buy
132000.0,0.00727784,buy
131332.07553703,0.00010624,buy
131250.0,0.0096486,buy
131112.5,0.0028,buy
131033.33,0.00207346,buy
131000.0,0.00244528,buy
130860.0,0.0002,buy
130483.97,0.00586079,buy
130222.2222,0.008,buy
130114.0,0.01483715,buy
130112.5,0.0028,buy
130030.0,0.00057878,buy
130000.01,0.012,buy
130000.0,0.92791556,buy
129999.99,0.03359999,buy
129900.0,0.0010415,buy
129500.0,0.007,buy
129320.0,0.02150162,buy
129291.65,0.006,buy
129111.11,0.0044,buy
129000.0,0.00249216,buy
128862.12,1.063e-05,buy
128222.2222,0.008,buy
128205.0,0.0141,buy
128125.0,0.0034,buy
128124.37,0.00039024,buy
128112.5,0.0028,buy
128079.78,8.682e-05,buy
128000.0,0.01853288,buy
127500.0,0.0011764,buy
127300.0,0.00103214,buy
127249.28,0.00078585,buy
127000.0,0.05493059,buy
126818.3,0.00039426,buy
126800.0,0.00108588,buy
126200.0,0.005,buy
126112.5,0.0028,buy
126100.0,0.07930215,buy
126038.7,0.005,buy
126000.0,0.0001191,buy
125515.0,0.002351,buy
125500.0,0.00359231,buy
125425.0,0.04106462,buy
125368.09,2.369e-05,buy
125100.0,0.00079936,buy
125012.3,0.079,buy
125000.07,0.004,buy
125000.01,0.005,buy
125000.0,0.14938728,buy
124999.99,0.00059,buy
124800.0,0.00541634,buy
124700.0,0.00106272,buy
124580.9,0.00217633,buy
124505.0,0.005,buy
124500.0,0.00240963,buy
124428.0,0.000555,buy
124243.997,0.0028199,buy
124200.0,0.0468888,buy
124124.0,8.064e-05,buy
124112.5,0.0028,buy
124080.0,1.21330601,buy
124000.0,0.01525801,buy
123900.0,0.12280233,buy
123799.0,0.00130413,buy
123555.55,0.00096448,buy
123532.18,0.0026,buy
123356.87,0.00011632,buy
123000.0,0.02266047,buy
122812.0,0.27802315,buy
122550.0,0.00293684,buy
122501.11,0.00303548,buy
122500.0,0.00195118,buy
122397.0,0.003,buy
122353.45,0.00049692,buy
122112.5,0.0032,buy
122100.0,0.00362109,buy
122043.0,0.01008,buy
122030.0,0.00081947,buy
122000.0,0.01023514,buy
121800.0,0.21009149,buy
121454.09,0.004,buy
121450.0,0.00041612,buy
121112.5,0.0032,buy
121100.0,0.0011,buy
121037.0,0.0001,buy
121000.0,0.00279695,buy
120681.11,0.00121406,buy
120500.0,0.00264918,buy
120400.01,0.00193626,buy
120240.4,0.00164478,buy
120120.0,0.0108,buy
120112.5,0.0032,buy
120054.079,0.0029199,buy
120000.01,0.0054,buy
120000.0,0.1863798,buy
119999.99,0.008,buy
119853.1254,0.00012459,buy
119525.13,0.004298,buy
119500.0,5e-05,buy
119112.5,0.0032,buy
119058.0,0.1,buy
119030.0,0.00054,buy
119000.0,9.7e-06,buy
118551.0,0.00529856,buy
118200.0,0.00065076,buy
118112.5,0.0032,buy
118000.0,9.9e-06,buy
117931.32,0.0008,buy
117726.17,0.01259821,buy
117687.33,0.00118398,buy
117233.23,0.00489332,buy
117112.5,0.0032,buy
117106.0,0.00213489,buy
117030.0,0.00053584,buy
117000.0,0.00575898,buy
116900.0,0.00102618,buy
116112.5,0.0032,buy
116000.0,0.0010103,buy
115800.0,1.111e-05,buy
115500.0,4.233e-05,buy
115230.0,0.24,buy
115112.5,0.0032,buy
115030.0,0.0005,buy
115010.0,0.0077,buy
115005.11,0.00212121,buy
115000.08,1.05e-05,buy
115000.01,0.00043034,buy
115000.0,0.16245925,buy
114310.00135,0.0013,buy
114112.5,0.0032,buy
114000.0,0.00531264,buy
113769.0,0.0001,buy
113112.5,0.0009,buy
113030.0,0.000505,buy
113000.88,1e-05,buy
113000.0,0.01035542,buy
112500.0,0.0045,buy
112112.5,0.0012,buy
112005.0,0.005,buy
112000.0,0.0189113,buy
111996.0,0.0068502,buy
111700.0,0.00102794,buy
111600.0,1e-05,buy
111030.0,0.00056011,buy
111000.0,1.16e-05,buy
110000.0,0.08821923,buy
109999.99,0.01021418,buy
109832.81,0.0007,buy
109000.0,0.00895034,buy
108000.0,1.22e-05,buy
107850.0,0.004,buy
107000.0,0.00122865,buy
106500.0,0.0010295,buy
106000.0,0.00934909,buy
105000.0,0.19819364,buy
104300.0,1e-05,buy
104000.0,1.265e-05,buy
103444.44,4.388e-05,buy
103000.0,0.03992732,buy
102980.0,0.3,buy
102512.0,0.00217525,buy
102000.0,0.00029245,buy
101000.0,0.00240611,buy
100190.22,0.03498804,buy
100095.0,0.0095,buy
100000.0,0.57785089,buy
99000.0,0.03302473,buy
98991.0023,0.00261538,buy
98560.0,0.003,buy
98556.53,0.00101464,buy
98149.0,0.003,buy
98000.0,0.00511,buy
97000.0,2.381e-05,buy
96500.0,0.0105,buy
96000.0,0.05072,buy
95600.0,0.0095,buy
95300.0,0.00120409,buy
95126.17,0.00031989,buy
95000.0,0.00034484,buy
94550.0,0.00705,buy
93878.0,0.008472,buy
93000.0,0.00099999,buy
92000.0,8.7e-05,buy
91000.0,0.00099999,buy
90900.0,0.06507755,buy
90800.43,0.007,buy
90000.0,0.13969399,buy
89990.0,0.00066674,buy
89201.73,0.00124212,buy
89000.0,0.0348965,buy
88990.0,0.0016856,buy
88000.0,0.0199985,buy
87750.0,0.00057,buy
87587.57,0.00017331,buy
87500.0,0.04470975,buy
86760.0,0.00289,buy
86590.17,0.00123564,buy
86200.0,0.000231,buy
86100.0,0.03,buy
86000.0,0.04360755,buy
85751.99,0.00583076,buy
85687.38229755,0.00011682,buy
85600.0,0.00024848,buy
85516.39,0.0015,buy
85085.85,0.00013739,buy
85000.0,0.05599217,buy
84500.0,0.4,buy
84000.0,0.00933186,buy
83979.62,0.00012288,buy
83300.0,0.015,buy
83000.0,0.00021855,buy
82550.0,0.00013,buy
82250.0,0.00152243,buy
82200.0,0.015,buy
82188.0,0.00637355,buy
82100.0,0.015,buy
82089.8,0.0425503,buy
82000.0,0.02710768,buy
81900.0,0.015,buy
81500.0,0.00164245,buy
81200.0,0.1231,buy
81100.0,0.005,buy
81000.0,0.00127901,buy
80777.77,0.00057771,buy
80222.0,0.003,buy
80150.0,0.4040902,buy
80000.1,0.00874998,buy
80000.0,0.15018794,buy
79500.0,0.01155534,buy
78500.0,0.00763363,buy
77000.0,0.12992571,buy
76582.01,0.00128385,buy
76200.0,0.00074304,buy
76100.0,0.00262812,buy
76000.0,0.000658,buy
75760.0,0.00659979,buy
75000.0,0.11850082,buy
74000.0,0.00143364,buy
73805.0,0.0575152,buy
73500.13,0.00236194,buy
73000.0,0.0137,buy
72001.0,0.00194,buy
72000.0,0.001389,buy
71546.23,0.0027954,buy
71402.0,2.222e-05,buy
71200.0,0.0007163,buy
71000.0,0.09521126,buy
70065.98,0.0009,buy
70011.0,0.00071417,buy
70000.0,0.28892908,buy
69100.0,0.0015,buy
69000.0,0.01555941,buy
68900.0,0.01573613,buy
68862.21,0.002,buy
68542.23,0.0014413,buy
68500.0,2.222e-05,buy
67250.0,0.0035,buy
67000.0,2.222e-05,buy
66500.0,0.0005,buy
65500.0,0.0021055,buy
65400.0,0.00010381,buy
65200.0,0.0001,buy
65001.51,0.00119151,buy
65000.0,0.01304759,buy
64620.67,0.00159193,buy
64000.0,0.04630303,buy
63499.58,0.01163991,buy
63100.0,0.0224,buy
63050.0,2.222e-05,buy
63000.0,0.00153936,buy
62192.48,8.888e-05,buy
62000.0,0.00123387,buy
60500.0,0.00112222,buy
60367.22,0.00035499,buy
60250.28,2.222e-05,buy
60000.0,0.17663565,buy
59000.0,0.07551168,buy
58000.0,0.01769486,buy
57800.0,0.0024,buy
57666.66,0.0014145,buy
57000.0,0.22511947,buy
56000.0,0.00364107,buy
55000.0,0.00314508,buy
54790.0,0.00254699,buy
54700.0,0.1155,buy
54000.0,0.11392796,buy
53900.0,0.0037107,buy
53800.0,0.002,buy
53600.0,0.00537108,buy
52000.0,0.00447462,buy
51500.0,0.006,buy
51213.0,0.00827524,buy
51000.0,0.00141882,buy
50759.0,0.02695793,buy
50700.0,0.00140289,buy
50000.0,1.58410039,buy
49800.0,0.003551,buy
49000.0,0.00665775,buy
48000.0,0.01419753,buy
47999.999,0.00208375,buy
47860.01,0.00211164,buy
47800.0,0.03502222,buy
47700.0,4.444e-05,buy
47000.0,0.11442222,buy
46600.0,2.222e-05,buy
46450.0,0.00207578,buy
46000.0,0.01894913,buy
45903.0,0.00122222,buy
45465.0,0.0626,buy
45200.0,0.0001,buy
45000.0,0.04210666,buy
44850.0,0.00244414,buy
44488.0,0.0626,buy
44000.0,0.0011,buy
43586.17,0.2556,buy
43550.0,0.00477359,buy
42772.2,0.00233329,buy
42450.04,0.00143156,buy
42376.0,0.00117991,buy
42026.01,0.01,buy
42000.0,1.01370292,buy
41234.0,2.222e-05,buy
41000.0,0.25,buy
40680.42,0.25,buy
40500.0,2.222e-05,buy
40100.0,0.05162194,buy
40008.8,0.00432659,buy
40000.0,0.057375,buy
39498.0,0.01543141,buy
39000.0,0.00442682,buy
38000.0,0.00613431,buy
37774.81,0.25002222,buy
37500.0,0.00135555,buy
37000.0,0.0028,buy
36685.0,0.00014444,buy
36600.0,0.00031639,buy
36500.0,0.00142222,buy
36110.0,0.001,buy
36000.0,0.01046582,buy
35984.0,4.444e-05,buy
35714.0,0.0025,buy
35700.0,0.0293,buy
35500.36,0.00219374,buy
35500.01,0.03073463,buy
35000.0,0.15244783,buy
34869.05,0.35802222,buy
34602.0,0.00252222,buy
34600.0,2.222e-05,buy
34477.99,0.00039057,buy
34223.17,0.0039343,buy
34000.0,0.00402222,buy
33100.0,0.02402222,buy
33000.0,2.222e-05,buy
32839.72,0.00960055,buy
32709.97,0.00535004,buy
32500.01,0.00061538,buy
32300.0,0.00191826,buy
32156.0,0.00605499,buy
32000.0,0.00377312,buy
30500.0,2.222e-05,buy
30000.0,0.13487509,buy
29999.99,4.444e-05,buy
29876.76,0.001,buy
29000.0,0.005,buy
28900.0,0.00314755,buy
28500.0,0.00207368,buy
28349.4999,3.784e-05,buy
28000.0,0.01801999,buy
27800.0,0.01242222,buy
27600.0,0.05,buy
27440.0,0.001,buy
27000.0,0.0107,buy
26713.7,0.0054,buy
26545.0,0.05370167,buy
26501.0,0.00115052,buy
26500.0,2.222e-05,buy
26249.9,0.00805641,buy
26000.0,0.00243183,buy
25700.0,0.00085603,buy
25500.0,0.00978039,buy
25100.0,0.001,buy
25000.0,0.12215421,buy
24999.99,0.0002,buy
24943.4,0.0205,buy
24000.0,0.04608333,buy
23500.0,0.02542222,buy
23354.57,0.00593331,buy
23270.0,0.111,buy
23000.0,0.04872222,buy
22900.0,0.02002222,buy
22500.0,0.04,buy
22080.18,0.00457423,buy
22000.0,0.29901136,buy
21500.0,1.08992222,buy
21424.61,6.666e-05,buy
21000.0,0.0415,buy
20940.0,0.00100811,buy
20600.0,2.222e-05,buy
20574.71,0.06824689,buy
20416.01,7e-05,buy
20050.0,0.00254713,buy
